participant,list,discriminability,phase,relevance,response,sufficient,hex,trial,matCode,matLabel,colLabel,accurate,non_filler_count,overdescription,adjective,dimOfOverDescription
participant107,list3,low,description,relevant,the blue and metal bat,color,#4ff8dc,critical,metal_wood_01,metal,blue,TRUE,3,TRUE,color & material,material
participant108,list1,high,description,relevant,orange metal bat,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant108,list1,high,description,relevant,orange wooden bat,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,material
participant108,list1,high,description,relevant,yellow bat,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,1,FALSE,color,NA
participant108,list1,low,description,relevant,orange bat,color,#fab750,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant108,list1,high,description,base,orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant108,list1,low,description,relevant,yellow bat,color,#fabe50,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant108,list1,low,description,irrelevant,wood bat,sound,#fab750,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,low,description,irrelevant,orange metal bat,sound,#fabe50,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant108,list1,low,description,relevant,wood bat,sound,#f8884f,critical,metal_wood_05,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,high,description,relevant,wood bat,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,low,description,irrelevant,wood orange bat,sound,#fab750,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant108,list1,low,description,irrelevant,yellow bat,color,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,1,FALSE,color,NA
participant108,list1,low,description,irrelevant,wood bat,sound,#fabe50,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant108,list1,high,description,base,metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant108,list1,low,description,irrelevant,wood orange bat,color,#f8dc4f,critical,metal_wood_05,wood,yellow,FALSE,2,TRUE,color & material,material
participant108,list1,low,description,irrelevant,wood orange,color,#f8884f,critical,metal_wood_05,wood,orange,TRUE,2,TRUE,color & material,material
participant108,list1,high,description,base,orange,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant108,list1,low,description,relevant,yellow metal,color,#fabe50,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,material
participant108,list1,high,description,base,yellow metal,color,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant108,list1,low,description,relevant,orange,color,#fab750,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant108,list1,high,description,relevant,yellow,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant108,list1,high,description,base,orange,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant108,list1,high,description,base,metal,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant108,list1,high,description,base,metal,sound,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,material,NA
participant108,list1,low,description,relevant,wood,sound,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,1,FALSE,material,NA
participant108,list1,low,description,relevant,metal,sound,#f8884f,critical,metal_wood_02,metal,orange,TRUE,1,FALSE,material,NA
participant108,list1,high,description,base,orange,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant108,list1,high,description,base,wood,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,high,description,relevant,metal,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant108,list1,high,description,base,wood,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,low,description,relevant,wood orange,sound,#f8884f,critical,metal_wood_05,wood,orange,TRUE,2,TRUE,color & material,color
participant108,list1,low,description,irrelevant,wood,sound,#fabe50,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant108,list1,low,description,relevant,orange metal,color,#fab750,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant108,list1,high,description,base,yellow,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant108,list1,high,description,relevant,wood,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant108,list1,high,description,base,wood,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,high,description,relevant,wood,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant108,list1,low,description,irrelevant,wood orange,color,#f8884f,critical,metal_wood_05,wood,orange,TRUE,2,TRUE,color & material,material
participant108,list1,low,description,irrelevant,orange wood,sound,#fab750,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant108,list1,high,description,relevant,orange,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant108,list1,high,description,relevant,orange,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant108,list1,low,description,irrelevant,orange wood,sound,#fab750,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant108,list1,high,description,base,yellow,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant108,list1,low,description,relevant,metal,sound,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,1,FALSE,material,NA
participant108,list1,low,description,relevant,wood orange,color,#fabe50,critical,metal_wood_09,wood,yellow,FALSE,2,TRUE,color & material,material
participant108,list1,low,description,irrelevant,orange,color,#f8884f,critical,metal_wood_05,wood,orange,TRUE,1,FALSE,color,NA
participant108,list1,low,description,relevant,orange metal,color,#fab750,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,material
participant108,list1,low,description,irrelevant,orange,color,#f8884f,critical,metal_wood_02,metal,orange,TRUE,1,FALSE,color,NA
participant108,list1,high,description,base,yellow,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant108,list1,low,description,relevant,yellow,color,#fabe50,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant108,list1,high,description,relevant,orange metal,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant108,list1,high,description,relevant,yellow,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant111,list4,high,description,relevant,a green bat,color,#4ff889,filler,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant111,list4,high,description,relevant,a green and wooden bat,sound,#4ff889,filler,metal_wood_09,wood,green,TRUE,3,TRUE,color & material,color
participant111,list4,low,description,relevant,a green and metal bat,color,#53f8c4,critical,metal_wood_01,metal,NA,TRUE,3,TRUE,color & material,material
participant111,list4,high,description,relevant,a blue and metal bat,sound,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,3,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a bluish green metal bat,sound,#53f8c4,critical,metal_wood_01,metal,NA,TRUE,3,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a blue wooden bat,color,#4fc0f8,critical,metal_wood_05,wood,blue,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,base,a blue metal bat,color,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,relevant,a blue metal bat,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,relevant,a green metal bat,color,#4ff889,filler,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,base,a green metal bat,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a blue wooden bat,color,#4fc0f8,critical,metal_wood_05,wood,blue,TRUE,2,TRUE,color & material,material
participant111,list4,low,description,irrelevant,a blue metal bat,color,#4fc0f8,critical,metal_wood_03,metal,blue,TRUE,2,TRUE,color & material,material
participant111,list4,low,description,irrelevant,a bluish green wooden bat,sound,#53f8c4,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,color
participant111,list4,low,description,relevant,a green wooden bat,sound,#4ff889,critical,metal_wood_05,wood,green,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a green metal bat,color,#4ff889,critical,metal_wood_03,metal,green,TRUE,2,TRUE,color & material,material
participant111,list4,low,description,irrelevant,a bluish green wooden bat,sound,#53f8c4,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,color
participant111,list4,high,description,base,a blue wooden bat,color,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,base,a green metal bat,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant111,list4,low,description,irrelevant,a bluish green wooden bat,sound,#53f8c4,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,color
participant111,list4,high,description,relevant,a blue metal bat,sound,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,relevant,a blue wooden bat,sound,#4fc0f8,critical,metal_wood_05,wood,blue,TRUE,2,TRUE,color & material,color
participant111,list4,high,description,relevant,a blue wooden bat,sound,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant111,list4,high,description,base,a blue wooden bat,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a blue metal bat,color,#4fc0f8,critical,metal_wood_03,metal,blue,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,base,a blue wooden bat,sound,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a bluish green metal bat,sound,#53f8c4,critical,metal_wood_01,metal,NA,TRUE,3,TRUE,color & material,color
participant111,list4,low,description,relevant,a bluish green wooden bat,color,#53f8c4,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,material
participant111,list4,high,description,base,a blue bat,color,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,color,NA
participant111,list4,low,description,relevant,a bluish green metal bat,color,#53f8c4,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,material
participant111,list4,low,description,relevant,a blue metal bat,sound,#4fc0f8,critical,metal_wood_05,wood,blue,FALSE,2,TRUE,color & material,color
participant111,list4,high,description,relevant,a green bat,color,#4ff889,filler,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant111,list4,low,description,relevant,a greenish blue metal bat,color,#53f8c4,critical,metal_wood_01,metal,NA,TRUE,3,TRUE,color & material,material
participant111,list4,high,description,base,a green wooden bat,color,#4ff889,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,material
participant111,list4,low,description,irrelevant,a metal bat,sound,#53f8c4,critical,metal_wood_01,metal,NA,TRUE,1,FALSE,material,NA
participant111,list4,low,description,irrelevant,a green bat,color,#4ff889,critical,metal_wood_03,metal,green,TRUE,1,FALSE,color,NA
participant111,list4,high,description,relevant,a blue bat,color,#4fc0f8,filler,metal_wood_01,metal,blue,TRUE,1,FALSE,color,NA
participant111,list4,high,description,base,a green metal bat,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant111,list4,low,description,relevant,a greenish blue metal bat,color,#53f8c4,critical,metal_wood_00,metal,NA,TRUE,3,TRUE,color & material,material
participant111,list4,low,description,relevant,a blue wooden bat,sound,#4fc0f8,critical,metal_wood_05,wood,blue,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,relevant,a green metal bat,sound,#4ff889,critical,metal_wood_03,metal,green,TRUE,2,TRUE,color & material,color
participant111,list4,high,description,base,a green metal bat,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant111,list4,high,description,base,a green metal bat,sound,#4ff889,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a green bat,color,#4ff889,critical,metal_wood_05,wood,green,TRUE,1,FALSE,color,NA
participant111,list4,low,description,relevant,a green metal bat,sound,#4ff889,critical,metal_wood_03,metal,green,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,irrelevant,a bluish green metal bat,sound,#53f8c4,critical,metal_wood_00,metal,NA,TRUE,3,TRUE,color & material,color
participant111,list4,low,description,relevant,a green metal bat,sound,#4ff889,critical,metal_wood_03,metal,green,TRUE,2,TRUE,color & material,color
participant111,list4,high,description,relevant,a blue bat,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant111,list4,high,description,base,a blue bat,color,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant111,list4,low,description,relevant,a greenish blue wooden bat,color,#53f8c4,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,material
participant111,list4,low,description,irrelevant,a blue wooden bat,color,#4fc0f8,critical,metal_wood_05,wood,blue,TRUE,2,TRUE,color & material,material
participant111,list4,high,description,base,a green wooden bat,sound,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant111,list4,low,description,relevant,a bluish green wooden bat,color,#53f8c4,critical,metal_wood_09,wood,NA,TRUE,3,TRUE,color & material,material
participant111,list4,high,description,base, a green bat,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant111,list4,low,description,relevant,a greenish blue metal bat,color,#53f8c4,critical,metal_wood_01,metal,NA,TRUE,3,TRUE,color & material,material
participant111,list4,high,description,relevant,a blue metal bat,sound,#4fc0f8,filler,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,relevant,yellow metal bat,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,high,description,relevant,orange metal bat,sound,#f8884f,filler,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,base,yellow wood bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,low,description,irrelevant,yellow wood bat,sound,#f9c550,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,low,description,irrelevant,yellow wood bat,color,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,low,description,irrelevant,orange bat,color,#f8884f,critical,metal_wood_05,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,low,description,irrelevant,the metal bat,sound,#fac050,critical,metal_wood_09,wood,orange,FALSE,1,FALSE,material,NA
participant112,list2,high,description,base,yellow metal bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,low,description,relevant,orange wood bat,sound,#f8884f,critical,metal_wood_05,wood,orange,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,relevant,wood bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant112,list2,low,description,relevant,orange metal bat,color,#fac050,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant112,list2,high,description,relevant,wood bat,sound,#f8884f,filler,metal_wood_08,wood,orange,TRUE,1,FALSE,material,NA
participant112,list2,low,description,irrelevant,orange bat,color,#f8884f,critical,metal_wood_05,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,high,description,base,metal orange bat,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant112,list2,high,description,base,orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,low,description,relevant,orange bat,color,#fac050,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,low,description,relevant,yellow bat,color,#f9c550,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant112,list2,low,description,irrelevant,wood bat,sound,#f9c550,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,material,NA
participant112,list2,low,description,irrelevant,metal orange bat,sound,#f9c550,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,relevant,orange bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant112,list2,low,description,relevant,orange metal bat,sound,#f8884f,critical,metal_wood_05,wood,orange,FALSE,2,TRUE,color & material,color
participant112,list2,low,description,relevant,wood yellow bat,color,#f9c550,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,low,description,irrelevant,wood bat,sound,#fac050,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant112,list2,low,description,irrelevant,yellow bat,color,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,1,FALSE,color,NA
participant112,list2,low,description,irrelevant,yellow bat,color,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,1,FALSE,color,NA
participant112,list2,high,description,relevant,yellow bat,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant112,list2,low,description,relevant,orange bat,color,#fac050,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,high,description,base,orange bat,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,high,description,relevant,wood bat,sound,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,1,FALSE,material,NA
participant112,list2,high,description,base,orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant112,list2,low,description,relevant,orange metal bat,sound,#f8884f,critical,metal_wood_02,metal,orange,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,base,metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant112,list2,low,description,relevant,metal bat,sound,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,1,FALSE,material,NA
participant112,list2,high,description,base,yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant112,list2,low,description,irrelevant,wood bat,sound,#fac050,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant112,list2,low,description,relevant,metal bat,sound,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,1,FALSE,material,NA
participant112,list2,high,description,base,yellow metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,low,description,relevant,yellow wood bat,color,#f9c550,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,low,description,relevant,yellow metal bat,sound,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,low,description,irrelevant,orange bat,color,#f8884f,critical,metal_wood_02,metal,orange,TRUE,1,FALSE,color,NA
participant112,list2,high,description,relevant,orange bat,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant112,list2,high,description,base,yellow bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant112,list2,low,description,irrelevant,yellow wood bat,color,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,low,description,irrelevant,yellow metal bat,color,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,high,description,relevant,yellow metal bat,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,base,wood bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant112,list2,low,description,relevant,yellow wood bat,sound,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,relevant,yellow bat,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant112,list2,high,description,base,wood orange bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant112,list2,low,description,relevant,wood yellow bat,sound,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,2,TRUE,color & material,color
participant112,list2,high,description,relevant,orange bat,color,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant112,list2,high,description,base,yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant112,list2,low,description,irrelevant,wood bat,sound,#f9c550,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant112,list2,low,description,relevant,wood yellow bat,color,#f9c550,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant112,list2,high,description,base,metal bat,sound,#f8884f,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant112,list2,low,description,relevant,orange metal bat,color,#fac050,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,relevant,yellow metal bat,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,relevant,orange wooden bat,color,#f8884f,filler,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,base,yellow wooden bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,relevant,yellow metal bat,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,orange wooden bat ,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,relevant,yellow metal bat ,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,base,orange metal bat,sound,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,yellow wooden bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,orange wooden bat,sound,#fab650,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,irrelevant,orange metal bat,sound,#fabb50,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,relevant,yellow metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,orange metal bat ,color,#fab650,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,relevant,orange metal bat ,sound,#f8884f,critical,metal_wood_02,metal,orange,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,orange wooden bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,yellow wooden bat ,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,yellow wooden bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,relevant,orange metal bat ,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,base,orange metal bat ,sound,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,yellow metal wood ,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,3,TRUE,color & material,color
participant113,list1,low,description,irrelevant,orange metal bat ,color,#f8884f,critical,metal_wood_02,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,orange metal ,sound,#fab650,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,orange metal bat,sound,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,yellow wooden metal ,sound,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,3,TRUE,color & material,color
participant113,list1,low,description,irrelevant,orange metal bat,sound,#fabb50,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,irrelevant,yellow wooden bat ,color,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,relevant,orange metal bat ,color,#f8884f,filler,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,relevant,orange wooden bat ,color,#fabb50,critical,metal_wood_08,wood,yellow,FALSE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,yellow wooden bat ,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,yellow wooden bat ,sound,#fabb50,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,orange wooden bat ,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,yellow metal bat ,color,#f8dc4f,critical,metal_wood_02,metal,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,relevant,yellow wooden bat ,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,yellow wooden bat,color,#fab650,critical,metal_wood_09,wood,orange,FALSE,2,TRUE,color & material,material
participant113,list1,low,description,relevant,yellow wooden bat ,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,orange metal bat,color,#fab650,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,relevant,orange metal bat ,color,#fabb50,critical,metal_wood_01,metal,yellow,FALSE,2,TRUE,color & material,material
participant113,list1,high,description,relevant,orange wooden bat ,sound,#f8884f,filler,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,irrelevant,yellow wooden bat,color,#f8884f,critical,metal_wood_08,wood,orange,FALSE,2,TRUE,color & material,material
participant113,list1,high,description,base,orange metal bat ,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,relevant,yellow metal bat,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,high,description,base,yellow metal bat ,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,orange wooden bat ,sound,#fab650,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,base,yellow wooden bat ,sound,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant113,list1,high,description,relevant,yellow metal bat ,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant113,list1,low,description,irrelevant,orange wooden bat,sound,#fab650,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant113,list1,low,description,relevant,orange metal bat ,sound,#f8884f,critical,metal_wood_02,metal,orange,TRUE,2,TRUE,color & material,color
